Fecha,EVENTO,A/C,ENCABEZADO EVENTO,Minutos
2023-09-09,52685,Avión 2,DESPRECINTADO UNA DE LAS BODEGAS,0
2024-04-09,63290,Avión 11,DESPRESURIZACION  PARASOL CM1 ROTO,0
2024-01-01,58459,Avión 39,DETECTADO GOLPE,0
2024-01-07,58757,Avión 31,DETECTION FAN,0
2023-10-18,54810,Avión 7,DFDR,0
2023-08-26,51973,Avión 20,DIF,0
2020-01-05,6532,Avión 15,DIF  CUMPLIDO 716984 04012020,0
2023-06-03,47396,Avión 3,DIF  REPLACE 9WE  STALL WARNING,0
2024-04-24,64004,Avión 28,DIF AIL LOCK,0
2023-08-25,51897,Avión 23,DIF ASIENTO SOBRECARGO,0
2023-10-27,55242,Avión 17,DIF BACKSHELLMUSIC,0
2023-08-24,51819,Avión 40,DIF BLEED 2 OVERHEAD,0
2023-07-24,50093,Avión 4,DIF BODEGA,0
2023-10-23,55028,Avión 14,DIF DU  HBV DISCHARGE,0
2023-11-07,55760,Avión 41,DIF ESTRUC  TORQUE LINK 500FH,0
2023-09-18,53187,Avión 23,DIF ESTRUCTURAS,0
2023-12-12,57477,Avión 32,DIF FITTING,0
2024-02-03,60056,Avión 41,DIF FLECHA DE PANEL,0
2023-09-29,53772,Avión 28,DIF LANDING,0
2024-05-19,65357,Avión 35,DIF LANDING LIGHT,0
2023-10-14,54572,Avión 25,DIF MPC B2RPL BLADEOCM1000BT,0
2023-08-22,51716,Avión 35,DIF NO AMPLIADO EN HIL,0
2024-01-09,58859,Avión 40,DIF PACK,0
2024-07-20,68982,Avión 7,DIF PACK,0
2024-07-21,69065,Avión 7,DIF PACK,0
2023-07-25,50156,Avión 16,DIF PTA SERVICE DOOR PIEZA SUELTA,0
2023-08-31,52224,Avión 16,DIF SATI,0
2024-01-31,59918,Avión 6,DIF SHROUD,0
2023-05-02,45757,Avión 24,DIFCANI - REMOVE IN SERVICEABLE CONDITION - BOLT,0
2023-05-02,45786,Avión 10,DIFCANI - REMOVE IN SERVICEABLE CONDITION - SEAT COPILOT,0
2023-08-15,51384,Avión 10,DIFERENCIA 40 ENTRE MOTORES,0
2023-12-02,56988,Avión 38,DIFERENCIA DE 120PIES EN ALTIMETRO,0
2024-06-03,66168,Avión 47,DIFERENCIA DE COMBUSTIBLEENTRE LO REPOSTADO Y LO QUE MARCA,0
2023-07-11,49369,Avión 8,DIFERENCIA DE TORQUE,0
2023-10-02,53887,Avión 34,DIFERENCIA DE TORQUE,0
2023-10-17,54718,Avión 34,DIFERENCIA DE TORQUE,0
2023-10-28,55309,Avión 34,DIFERENCIA DE TORQUE,0
2023-11-26,56696,Avión 34,DIFERENCIA DE TORQUE,0
2023-12-21,57948,Avión 34,DIFERENCIA DE TORQUE,0
2023-12-31,58431,Avión 8,DIFERENCIA DE TORQUE,0
2024-06-03,66123,Avión 47,DIFERENCIA DE TORQUE,0
2024-06-08,66504,Avión 28,DIFERENCIA DE TORQUE Y FUGA DE ACEITE,0
2024-03-17,62178,Avión 39,DIFERENCIA DE TORQUEPACDAÑO PUERTA DE PASAJE,0
2023-12-20,57872,Avión 17,DIFERENCIA SAT  DE 5,0
2023-12-22,58010,Avión 34,DIFERENCIA TORQUE MOTOR 2,0
2023-06-22,48379,Avión 2,DIFERIDO,0
2023-07-27,50247,Avión 6,DIFERIDO,0
2024-05-21,65453,Avión 28,DIFERIDO,0
2024-07-20,68983,Avión 15,DIFERIDO,0
2022-06-08,30092,Avión 16,DIFERIDO ABIERTO,0
2023-09-22,53388,Avión 39,DIFERIDO AIRFRAME AIR BLEED. BOTA DAÑADA,0
2023-09-23,53488,Avión 4,DIFERIDO AMPLIADO EN AMOS PERO NO EN HIL,0
2023-08-20,51596,Avión 20,DIFERIDO AOA,0
2023-08-25,51885,Avión 23,DIFERIDO ASIENTO SOBRECARGO,0
2023-12-29,58342,Avión 3,DIFERIDO AUTOPRESS,0
2023-07-09,49275,Avión 18,DIFERIDO BAÑO,0
2023-07-25,50139,Avión 38,DIFERIDO CADUCADO,0
2023-08-12,51175,Avión 34,DIFERIDO CADUCADO,0
2023-10-01,53866,Avión 21,DIFERIDO CADUCADO,0
2024-06-25,67544,Avión 8,DIFERIDO CADUCADO,0
2024-06-23,67430,Avión 22,DIFERIDO CADUCADO CERRADO Y NO REFLEJADO EN HIL,0
2024-05-02,64419,Avión 43,DIFERIDO CADUCADO EN EL HIL,0
2023-11-08,55828,Avión 4,DIFERIDO CADUCADO EN HIL,0
2024-02-14,60558,Avión 19,DIFERIDO CADUCADO EN HIL,0
2024-02-29,61320,Avión 34,DIFERIDO CADUCADO EN HIL,0
2024-02-18,60765,Avión 25,DIFERIDO COMPUTER TERRAIN,0
2023-10-12,54472,Avión 34,DIFERIDO DE BODEGA DELANTERA PARTE IZQUIERDA,0
2024-07-18,68852,Avión 22,DIFERIDO DE PRESURIZACIÓN,0
2023-08-02,50606,Avión 1,DIFERIDO EN HIL CADUCADO,0
2024-07-01,67928,Avión 36,DIFERIDO ENG 1 BLEED FAULT,0
2023-10-14,54597,Avión 8,DIFERIDO ENGINE 1 STARTING FAULT,0
2023-08-18,51503,Avión 4,DIFERIDO FECHA MAL,0
2023-06-15,47975,Avión 28,DIFERIDO FLAPS,0
2023-06-25,48507,Avión 20,DIFERIDO FUEL TEMP HIGH ENG 1,0
2023-09-18,53163,Avión 24,DIFERIDO FUERA DE FECHA,0
2023-06-07,47556,Avión 16,DIFERIDO MEL B TEST CABIN DOOR,0
2024-04-20,63802,Avión 14,DIFERIDO MEL MAL REFERENCIADO EN EL HIL,0
2023-09-02,52344,Avión 36,DIFERIDO NO AMPLIADO EN EL LIBRO. SI EN SISTEMA,0
2023-09-12,52817,Avión 4,DIFERIDO NO AMPLIADO EN HIL,0
2022-01-25,24721,Avión 7,DIFERIDO NO LEVANTADO EN HIL,0
2024-07-18,68897,Avión 2,DIFERIDO PACK,0
2024-06-29,67821,Avión 28,DIFERIDO PACK 3MO600,0
2024-04-09,63259,Avión 21,DIFERIDO PINTURA CADUCADO EN HIL,0
2023-09-17,53117,Avión 1,DIFERIDO RADAR METEOROLOGICO,0
2024-02-12,60474,Avión 44,DIFERIDO SMOKE DETECTOR,0
2024-05-18,65280,Avión 12,DIFERIDO SMOKE DETECTOR,0
2023-09-30,53796,Avión 36,DIFERIDO VENCIDO,0
2023-12-19,57807,Avión 36,DIFERIDO-PEGATINA PERDIDA,0
2023-06-28,48723,Avión 24,DIFERIDOS,0
2024-01-05,58642,Avión 6,DIFERIDOS MAL DETALLADOS,0
2024-03-21,62361,Avión 18,DIFERIDOS SATI  DEFECTO INTERIORES,0
2024-03-28,62679,Avión 8,DIFERIR LOOP 2 ALFA,0
2023-10-05,54090,Avión 28,DIFERIR TELEFONILLO,0
2023-08-21,51690,Avión 16,DIFS. MEL,0
2024-03-29,62718,Avión 45,DISAGREEMENT EN EL RADIOALTÍMETRO,0
2024-03-14,62045,Avión 35,DISCARD SEALS,0
2024-04-28,64174,Avión 2,DISCO DE FRENO NUM 3,0
2024-05-28,65791,Avión 40,DISCREPANCIA COMBUSTIBLE,0
2024-07-20,68986,Avión 35,DISCREPANCIA DE COMBUSTIBLE POR ARRANQUES DEL ENG RPL,0
2023-09-13,52880,Avión 36,DISCREPANCIA FECHA HIL,0
2023-06-26,48559,Avión 22,DISCREPANCIA SOBRE DIFERIDO DEL LOOP,0
2024-05-28,65803,Avión 6,DISCREPANCIAS,0
2022-02-11,25340,Avión 3,DISPACHED ACC OCD MEL 52 & ATR CONSULT MSN 1469,0
2023-11-24,56589,Avión 38,DME NO DA INFO EN LADO COMANDANTE,0
2023-10-17,54744,Avión 8,DOCK HOUSE,0
2022-06-27,30956,Avión 8,DOCUMENT STOWAGE,0
2024-02-27,61177,Avión 12,DOCUMENTACION,0
2023-09-29,53744,Avión 23,DOCUMENTACION,0
2023-12-28,58325,Avión 19,DOCUMENTACION,0
2023-11-23,56536,Avión 12,DOCUMENTACION AC,0
2024-07-12,68547,Avión 48,DOCUMENTACION AC,0
2021-10-16,20174,Avión 4,DOCUMENTACION AVION,0
2023-10-16,54697,Avión 8,DOCUMENTACION AVION,0
2024-03-03,61470,Avión 17,DOCUMENTACION DE TMA EN EL AC,0
2023-08-01,50545,Avión 34,DOCUMENTACION QUE PERTENECE A ATAVIS,0
2023-07-31,50502,Avión 3,DOCUMENTATION PROBLEM,0
2023-08-07,50867,Avión 20,DOG HOUSE,0
2024-03-01,61390,Avión 34,DOG HOUSE,0
2021-11-18,21835,Avión 20,DOG HOUSE CM1 DOESNT BLOCK PROPERLY,0
2021-06-08,15052,Avión 4,DOG HOUSE DOESNT CLOSE PROPERLY,0
2021-10-05,19560,Avión 20,DOG HOUSE DOESNT LOCK,0
2023-09-10,52729,Avión 36,DOG HOUSE FUERA DEL RAIL,0
2024-03-22,62387,Avión 41,DOG HOUSE FUERA DEL RIEL,0
2023-08-08,50937,Avión 36,DOG HOUSE NO CIERRA,0
2019-06-29,2833,Avión 19,DOG HOUSE SE ABRE CONTINUAMENTE,0
2024-01-18,59292,Avión 20,DOGHOUSE,0
2024-01-17,59242,Avión 34,DOGHOUSE DCHO NO ESTA BIEN,0
2021-06-07,15035,Avión 25,DOGHOUSE DOESNT CLOSE PROPERLY,0
2021-09-29,19287,Avión 20,DOGHOUSE NO CIERRA,0
2023-09-04,52453,Avión 21,DOGHOUSE NO CIERRA,0
2024-07-14,68639,Avión 20,DOGHOUSE SIN VARIOS TORNILLOS,0
2024-04-05,63066,Avión 14,DOGHOUSE TRASERO SE ABRE AL ATERRIZAR,0
2023-08-03,50663,Avión 20,DOME LIGHT US,0
2022-11-15,37843,Avión 12,DOOR 1L DIFICULT TO OPERATE.,0
2024-05-25,65622,Avión 46,DOOR 1R INOP,0
2022-10-02,35773,Avión 28,DOOR R2,0
2024-05-24,65606,Avión 20,DOS ANOTACIONES MALLA DE BODEGA TRASERA Y TROLLEY,0
2024-03-04,61517,Avión 28,DOS ANOTACIONES REFERENTE A RACK Y PANEL CMTE,0
2024-02-05,60162,Avión 40,DOS ANOTACIONES REPOSABRAZOS  INFORMACIÓN PACK,0
2024-05-19,65358,Avión 14,DOS ANOTACIONES UNA DE ELLAS ES EL PACK,0
2023-10-24,55095,Avión 31,DOS APUNTES ATL ADS COPILOT US Y LUZ DISPLAY SELECTOR,0
2023-08-14,51313,Avión 25,DOS APUNTES EN EL ATL,0
2024-03-13,61976,Avión 28,DOS BANDEJAS DE ASIENTOS TIENEN AGUJEROS,0
2019-02-13,649,Avión 25,DRAG BRACE US,0
2024-01-19,59306,Avión 22,DRAWER SEAT SENIOR CABIN CREW UNABLE TO OPEN,0
2024-04-03,62975,Avión 8,DU 1 HA FALLADO,0
2023-05-08,46094,Avión 17,DU 1 INOP,0
2021-11-18,21877,Avión 32,DU 2 INOP,0
2021-09-28,19246,Avión 8,DU 3 US,0
2024-04-04,63023,Avión 4,DU 3 Y 4 INOP,0
2024-03-19,62254,Avión 2,DU 5 INOP,0
2024-04-19,63750,Avión 39,DU 5 NO FUNCIONA,0
2023-07-06,49103,Avión 35,DU REPLACEMENT,0
2023-11-11,55997,Avión 3,DU1 APAGADA,0
2023-05-11,46249,Avión 28,DU1 FAULT TWICE DISPLAYS F,0
2022-11-08,37520,Avión 25,DU2 INOP.,0
2021-09-26,19149,Avión 20,DU4 BRIGHTNESS,0
2024-04-14,63532,Avión 36,DU5 INOP,0
2023-06-26,48560,Avión 35,DU5 INOP,0
2023-12-10,57395,Avión 25,DU5 INOP,0
2024-06-07,66412,Avión 1,DU5 INOP,0
2019-10-13,4969,Avión 4,DU5 NO FUNCIONA,0
2024-04-16,63781,Avión 18,DUCT T 1 BETWEEN 20 TO 30C TOO HOT IN COCKPIT,0
2023-08-13,51237,Avión 14,DUDA,0
2023-08-23,51780,Avión 34,DUDA,0
2023-09-14,52963,Avión 31,DUDA,0
2021-11-17,21806,Avión 11,DUDA AIL LOCK,0
2023-10-11,54433,Avión 10,DUDA ANOTACION HIL,0
2023-07-24,50091,Avión 17,DUDA ASIENTO 20C INOP,0
2024-01-13,59044,Avión 11,DUDA ATL,0
2023-11-10,55944,Avión 3,DUDA COMANDANTE,0
2022-11-22,38180,Avión 28,DUDA CON  AMORTIGUADORES,0
2023-08-20,51608,Avión 14,DUDA CON ATA DIFERIDO,0
2023-11-15,56150,Avión 19,DUDA CON ATL,0
2023-12-22,58017,Avión 11,DUDA CON ATL,0
2023-06-16,48072,Avión 3,DUDA CON DIFERIDO,0
2023-07-07,49144,Avión 16,DUDA CON DIFERIDO,0
2023-08-27,52017,Avión 16,DUDA CON DIFERIDO,0
2023-09-12,52818,Avión 22,DUDA CON DIFERIDO,0
2023-09-14,52990,Avión 41,DUDA CON DIFERIDO,0
2023-10-30,55375,Avión 17,DUDA CON DIFERIDO,0
2023-11-15,56149,Avión 38,DUDA CON DIFERIDO,0
2023-12-21,57951,Avión 1,DUDA CON DIFERIDO,0
2023-12-28,58283,Avión 11,DUDA CON DIFERIDO,0
2024-01-07,58727,Avión 11,DUDA CON DIFERIDO,0
2024-01-29,59846,Avión 24,DUDA CON DIFERIDO,0
2023-08-08,50940,Avión 4,DUDA CON DIFERIDO DE LA BOMBA DE COMBUSTIBLE,0
2023-07-11,49390,Avión 14,DUDA CON DIFERIDO.,0
2024-05-20,65400,Avión 17,DUDA CON DIFERIDOS,0
2023-08-20,51635,Avión 4,DUDA CON EXTINTOR DE AGUA,0
2023-06-20,48253,Avión 21,DUDA CON FECHA REALIZACIÓN LC,0
2024-06-03,66183,Avión 3,DUDA CON HIL,0
2023-07-09,49237,Avión 17,DUDA CON LUCES DE EMERGENCIA,0
2023-10-18,54808,Avión 40,DUDA CON LUCES DEL TREN,0
2023-08-29,52111,Avión 37,DUDA CON MASCARILLA,0
2023-08-06,50845,Avión 22,DUDA CON PROP. BRAKE,0
2023-07-11,49356,Avión 32,DUDA CON UN DIFERIDO,0
2023-09-24,53504,Avión 24,DUDA CON UN DIFERIDO,0
2023-10-19,54854,Avión 28,DUDA CON UN DIFERIDO,0
2023-10-19,54855,Avión 14,DUDA CON UN DIFERIDO,0
2023-08-08,50971,Avión 7,DUDA CON UNA INDICACION,0
2024-06-10,66612,Avión 17,DUDA CON VIBRACIONES,0
2023-06-17,48099,Avión 34,DUDA DE HIL,0
2024-01-26,59714,Avión 7,DUDA DE MTTO,0
2023-09-24,53512,Avión 23,DUDA DIF,0
2021-10-08,19749,Avión 4,DUDA DIFERIDO,0
2021-10-12,19934,Avión 18,DUDA DIFERIDO,0
2022-10-02,35749,Avión 34,DUDA DIFERIDO,0
2023-06-30,48787,Avión 34,DUDA DIFERIDO,0
2023-09-03,52374,Avión 34,DUDA DIFERIDO,0
2023-10-01,53863,Avión 16,DUDA DIFERIDO,0
2023-10-19,54839,Avión 6,DUDA DIFERIDO,0
2023-10-24,55075,Avión 28,DUDA DIFERIDO,0
2023-12-23,58046,Avión 3,DUDA DIFERIDO,0
2024-01-15,59123,Avión 14,DUDA DIFERIDO,0
2024-01-21,59411,Avión 11,DUDA DIFERIDO,0
2024-04-07,63131,Avión 38,DUDA DIFERIDO,0
2024-06-23,67401,Avión 19,DUDA DIFERIDO,0
2024-03-18,62209,Avión 36,DUDA DIFERIDO PACK,0
2023-09-27,53649,Avión 7,DUDA DOCUMENTAL,0
2024-02-02,60014,Avión 4,DUDA DOCUMENTAL,0
2023-09-12,52856,Avión 1,DUDA FECHA DIFERIDO,0
2023-08-25,51936,Avión 37,DUDA FECHA HIL,0
2023-08-28,52087,Avión 13,DUDA HIL,0
2023-09-17,53128,Avión 16,DUDA HIL CADUCADO,0
2023-10-10,54357,Avión 8,DUDA INTERFONO,0
2023-09-21,53351,Avión 21,DUDA KIT MERCANCIAS PELIGROSA,0
2024-06-14,66886,Avión 40,DUDA POR OVERSPEED EN GO-AROUND,0
2023-10-06,54179,Avión 11,DUDA RELACIONADA CON EL DESPEGUE,0
2024-03-02,61423,Avión 34,DUDA SIN MAS INFO,0
2023-09-24,53523,Avión 24,DUDA SOBRE APU BLEED,0
2024-07-18,68862,Avión 17,DUDA SOBRE APUNTE DE ATL POR PARTE DE MTTO,0
2023-06-09,47682,Avión 35,DUDA SOBRE DIFERIDO,0
2023-09-08,52616,Avión 7,DUDA SOBRE DIFERIDO,0
2023-09-17,53113,Avión 34,DUDA SOBRE DIFERIDO,0
2024-04-11,63385,Avión 8,DUDA SOBRE DIFERIDO,0
2023-10-03,53958,Avión 14,DUDA SOBRE DIFERIDO DE INTERIORES,0
2024-01-20,59370,Avión 32,DUDA SOBRE DIFERIDO DE LA RED,0
2023-07-18,49791,Avión 1,DUDA SOBRE EL BASTON DE COLA,0
2023-07-05,49050,Avión 22,DUDA SOBRE LC,0
2023-07-29,50364,Avión 16,DUDA SOBRE LC,0
2024-01-14,59094,Avión 22,DUDA SOBRE MENSAJE DATA RECORDER,0
2024-06-13,66805,Avión 8,DUDA SOBRE UN DIFERIDO,0
2023-07-10,49319,Avión 25,DUDAS CON CARGA COMBUSTIBLE - ALBARÁN,0
2024-03-12,61921,Avión 4,DUDAS CON DIFERIDO Y PEGATINAS DE INOP,0
2023-11-09,55884,Avión 20,DUDAS CON FECHA DE LC,0
2024-02-29,61329,Avión 17,DUDAS DIFERIDO,0
2024-02-27,61194,Avión 37,DUDAS FECHA CADUCIDAD,0
2022-04-26,28375,Avión 20,DUE TO WS ON FINAL FLAP 15 OVERSPEED ALARM,0
2024-06-05,66294,Avión 28,DUMPER NOSE LANDING GEAR,0
2024-01-13,59015,Avión 37,DURANTE 4A2 SE DETECTAN EXHAUST DE AMBOS MOTORES CON GRIETAS,0
2024-01-12,58970,Avión 22,DURANTE BSI SE DETECTAN GRIETAS EN HPT BLADES,0
2024-05-02,64416,Avión 46,DURANTE ENERGIZADO LUCES DE EMERGENCIA ENCENDIDAS,0
2023-08-01,50524,Avión 28,DURANTE LC SE DETECTAN RUEDAS FURA DE LÍMITES,0
2024-04-02,62880,Avión 21,DURANTE LC SE DETECTAN VARIOS DENTS,0
2024-06-24,67452,Avión 36,DURANTE TS SE DETECTA TUBERÍA DE PACK EN MAL ESTADO,0
2023-10-16,54706,Avión 20,DURING APPROACH PACK 2 FAULT,0
2023-10-16,54705,Avión 20,DURING APPROACH PACK 2 FAULT,0
2024-02-06,60199,Avión 43,DURING DESCENT ENG 2 OIL SEAL FAULT,0
2022-03-23,26951,Avión 3,DURING DESCENT PACK VALVE 2 FAULT,0
2023-06-03,47360,Avión 2,DURING FLIGHT AP DISCONNECT SEVERAL TIMES.,0
2024-06-28,67776,Avión 36,DURING HOTEL MODE OPERATION OSCILARION PARAMETERS,0
2024-01-20,59360,Avión 44,DURING POWER UP OBSERVER DAP FAIL025 MSG.,0
2022-12-06,38859,Avión 34,DURING SHUT OFF SMOKE FROM ENG N2,0
2022-06-17,30503,Avión 34,DURING START ENG 1 THE ITT TOP WAS 750C OR UP,0
2022-06-13,30306,Avión 37,DURING TAKE OFF CAB AP REACHES.,0
2022-09-13,34858,Avión 23,DURING TO RUN TQ N2 GOES TO 93,0
2022-01-30,24916,Avión 11,DURING TURN ARROUND BLOOD STAINS FOUND L.H. FUSELAGE.,0
2024-01-25,59672,Avión 28,DVI 3000  OPTS,0
2024-07-14,68632,Avión 18,DVI TORQUE TUBE,0
2024-01-12,59021,Avión 1,DVI TUBO TORQUE,0
2023-08-08,50972,Avión 23,DW,0
2023-08-29,52146,Avión 25,DW,0
2023-11-18,56302,Avión 20,DW,0
2023-12-02,57001,Avión 8,DW,0
2023-12-24,58126,Avión 36,DW,0
2024-03-20,62311,Avión 37,DW,0
2023-07-18,49777,Avión 16,DW,0
2023-08-05,50797,Avión 34,DW,0
2023-08-23,51805,Avión 20,DW,0
2023-11-21,56466,Avión 2,DW,0
2023-12-18,57756,Avión 10,DW,0
2024-01-15,59118,Avión 8,DW,0
2024-04-02,62919,Avión 21,DW,0
2024-04-03,62978,Avión 40,DW,0
2023-06-03,47397,Avión 10,DW  1A1  AOM,0
2024-01-01,58472,Avión 19,DW  COTIZAR PACK,0
2023-07-15,49616,Avión 1,DW  OCM1000  FILTERS  RPL HEPA FILTERS,0
2023-07-31,50499,Avión 21,DW  PRW,0
2023-08-16,51435,Avión 11,DW  PRW,0
2023-11-25,56675,Avión 38,DW  PRW,0
2023-12-06,57210,Avión 36,DW  PRW,0
2024-02-28,61274,Avión 36,DW  PRW,0
2024-04-23,63961,Avión 7,DW  PRW,0
2023-09-13,52916,Avión 1,DW  PRW,0
2023-10-17,54759,Avión 25,DW  PRW,0
2024-03-16,62098,Avión 19,DW  PRW,0
2024-05-17,65261,Avión 40,DW  PRW,0
2024-01-22,59519,Avión 8,DW  PRW   BBDD,0
2023-12-08,57287,Avión 11,DW  PRW  TRW,0
2023-07-30,50453,Avión 23,DW  PRW  TW,0
2024-03-31,62812,Avión 31,DW  PRW  TW,0
2023-07-26,50222,Avión 2,DW  PRW  TW,0
2023-07-30,50443,Avión 31,DW  PRW  TW,0
2024-02-05,60153,Avión 19,DW  PRW400FH3MO600LD3MOSWTCH,0
2024-02-06,60206,Avión 18,DW  PW,0
2023-10-23,55027,Avión 37,DW  PW  TW  LC,0
2023-06-06,47524,Avión 19,DW PRW  TW  3MO600LD,0
2024-07-11,68517,Avión 25,DW400FH,0
2024-06-22,67349,Avión 40,DWAMPLIAR,0
2024-05-30,65943,Avión 11,DWFILTROS DE COMB 1YE,0
2023-10-21,54954,Avión 40,DWLCPCMCIA,0
2023-07-06,49115,Avión 16,DWPRW,0
2023-07-12,49461,Avión 31,DWPRW,0
2023-10-18,54811,Avión 21,DWPRW,0
2023-12-09,57362,Avión 28,DWPRW,0
2024-02-19,60829,Avión 3,DWPRW,0
2024-02-21,60917,Avión 17,DWPRW,0
2024-03-13,62002,Avión 14,DWPRW,0
2024-04-17,63679,Avión 40,DWPRW,0
2024-06-26,67625,Avión 34,DWPRW,0
2023-06-24,48469,Avión 31,DWPRW,0
2023-07-10,49343,Avión 23,DWPRW,0
2023-07-14,49539,Avión 38,DWPRW,0
2023-07-26,50193,Avión 17,DWPRW,0
2024-01-21,59458,Avión 31,DWPRW,0
2024-06-23,67398,Avión 36,DWPRW,0
2024-06-21,67295,Avión 20,DWPRW Y ANOTACION DE LA IEP FUNDIDA,0
2024-04-17,63668,Avión 10,DWPRWAOM,0
2023-11-25,56672,Avión 4,DWPRWPITOT,0
2023-12-30,58405,Avión 10,DWPRWSTARTERDU,0
2023-11-16,56227,Avión 7,DWPRWTW,0
2023-11-21,56465,Avión 3,DWPRWTW,0
2024-01-13,59047,Avión 19,DWPRWTW,0
2023-07-25,50174,Avión 1,DWPRWWYRPL TRANSM. REGULATOR,0
2024-05-30,65922,Avión 2,DWTW,0
2024-01-23,59567,Avión 22,DWTWDU,0
2023-06-07,47576,Avión 23,EADI KNOB,0
2023-06-07,47585,Avión 23,EADI KNOB,0
2023-02-06,41650,Avión 32,EBAY SMOKE DET FAULT,0
2024-04-30,64297,Avión 24,EBAY SMOKE DETECTION,0
2020-02-11,7168,Avión 6,EC-NHA POSICIONAMIENTO EN LPA,0
2024-06-23,67411,Avión 28,EEC,0
2023-07-18,49780,Avión 20,EEC,0
2024-02-13,60499,Avión 8,EEC  IBV  RPL FILT.,0
2021-05-28,14820,Avión 1,EEC 2 FAULT,0
2023-09-11,52770,Avión 38,EEC CHECK,0
2023-08-20,51605,Avión 28,EEC CHECK,0
2023-09-28,53694,Avión 11,EEC CHECK  LC,0
2023-09-18,53190,Avión 14,EEC CHECK  MOBT-1512,0
2024-07-17,68835,Avión 3,EEC FAULT,0
2024-07-13,68589,Avión 8,EEC REVERSION CHECK,0
2023-08-18,51519,Avión 15,EFB POWER SOURCE US,0
2023-06-21,48322,Avión 22,EFD CMD HA PERDIDO LAS ACTUALIZACIONES,0
2019-08-06,3653,Avión 14,EFECTUADA FUMIGACION EN LPA,0
2019-04-23,1684,Avión 16,EFECTUADOS TRABAJOS PROGRAMADOS TURNO TARDE,0
2019-02-01,572,Avión 13,EFECTUANDO REVISION WY,0
2023-03-07,42903,Avión 16,EFIS COMP ATT HDG CM2,0
2023-04-03,44336,Avión 6,EICAS MESSAGE AFTER LANDING-ENG1 CHIP DETECTED.,0
2018-09-22,138,Avión 3,EL AVION HA ESTADO INOLP EN LPA POR TRABAJOS DURANTE LA MAÑ,0
2019-06-15,2556,Avión 13,EL AVION REGRESA A PARKING NO POR CAUSAS TECNICAS,0
2019-03-30,1282,Avión 23,EL CMDTE  LLAMA PARA Q LE LLEVEMOS UN INFORME AVO,0
2019-03-08,955,Avión 3,EL CMDTE NOS AVISA Q UN DIFERIDO DEL HIL NO ESTA CERRADO,0
2019-01-08,512,Avión 16,EL CMDTE SOLICITA MANTENIMIENTO A SU LLEGADA A TFN,0
2019-05-03,1843,Avión 25,EL CMDTE SOLICITA Q LO LLAMEMOS AL MOVIL,0
2023-09-02,52348,Avión 35,EL DOGHOUSE TRASERO SE HA SALIDO DEL RAIL,0
2023-11-28,56793,Avión 7,EL LATCH DE LA TAPA DEL PANEL DE HYD NO CIERRRA,0
2024-07-06,68204,Avión 24,EL PILOTO PIDE TMA PARA UNA CONSULTA SOBRE LAS RUEDAS,0
2024-04-12,63461,Avión 31,EL PILOTO REPORTA FALLO EN EL LOOP B DEL MOTOR 1,0
2024-03-02,61415,Avión 20,ELB RPL,0
2019-01-06,507,Avión 3,ELCMDTE REPORTA QUEJA EN FUE DEL CALOR,0
2023-12-19,57791,Avión 35,ELEC CHECK,0
2023-12-19,57793,Avión 36,ELEC CHECK,0
2024-03-30,62769,Avión 8,ELECTRICAL FUEL PUMP,0
2023-11-26,56714,Avión 1,ELECTRONIC,0
2023-12-21,57916,Avión 37,ELECTRONIC CHECKLIST,0
2023-12-20,57849,Avión 38,ELECTRONIC CHECKLISTS,0
2023-12-20,57851,Avión 34,ELECTRONIC CHECKLISTS,0
2024-06-30,67883,Avión 47,ELT3MO600,0
2023-09-25,53558,Avión 1,EMB. LUMIN. SALIDA EMERGENCIA 2R,0
2023-09-30,53809,Avión 7,EMBELLECEDOR,0
2024-05-20,65397,Avión 41,EMBELLECEDOR,0
2024-03-16,62097,Avión 10,EMBELLECEDOR APOYABRAZOS CAIDO,0
2023-09-15,53020,Avión 4,EMBELLECEDOR ASIENTO,0
2019-04-03,1342,Avión 18,EMBELLECEDOR ASIENTO,0
2024-02-26,61133,Avión 7,EMBELLECEDOR ASIENTOS 2D-F SUELTO,0
2023-11-28,56803,Avión 37,EMBELLECEDOR COLA CAIDO,0
2023-12-25,58149,Avión 16,EMBELLECEDOR DE ASIENTO FALTA UN TORNILLO,0
2024-03-17,62166,Avión 22,EMBELLECEDOR DE LA PUERTA DE PASAJE DESPEGADO,0
2023-09-02,52342,Avión 40,EMBELLECEDOR DEL ARMARIO DE LOS CHALECOS DESPEGADO,0
2024-03-02,61429,Avión 2,EMBELLECEDOR EN CABINA,0
2024-02-20,60869,Avión 1,EMBELLECEDOR LUZ PISO,0
2023-10-01,53862,Avión 8,EMBELLECEDOR MAMPARO QUE DA AL PASILLO,0
2023-06-21,48319,Avión 14,EMBELLECEDOR PANEL ENTRADA PARTE IZQUIERDA,0
2024-01-27,59751,Avión 19,EMBELLECEDOR PUERTA DE SERVICIO ARRANCADO,0
2024-04-01,62841,Avión 28,EMBELLECEDOR PUERTA DE SERVICIO FALTAN TORNILLOS,0
2024-01-27,59763,Avión 4,EMBELLECEDOR PUERTA DE SERVICIO ROTO,0
2023-07-14,49547,Avión 13,EMBELLECEDOR PUERTA ROTO,0
2024-06-27,67671,Avión 8,EMBELLECEDOR ROTO,0
2019-08-29,4143,Avión 17,EMBELLECEDOR TIRADOR PUERTA CABINA,0
