ID,Occurred,At,AC,Station,Headline,FlightNo,ATA,Minutos
45417,2023-04-25,10:43:00,Avión 8,PDQ,OTHERS / NOT SPECIFIED - OPERATIONAL,505,05-20,112.0
45456,2023-04-26,06:08:00,Avión 23,PIQ,CARGO DOOR,100,52-31,5.0
45459,2023-04-26,06:59:00,Avión 21,PDQ,HYD POP OUT,NT503,29-10,30.0
45485,2023-04-26,18:52:00,Avión 11,nan,FLAPPER DOOR WASTE BIN GALLEY INOP,NT638,25-33,4.0
45510,2023-04-27,06:32:00,Avión 18,PDQ,YAW DAMPER,NT156,34-18,16.0
45538,2023-04-27,16:08:00,Avión 23,PIQ,CARGO DOOR,NT167,52-31,5.0
45553,2023-04-28,04:10:00,Avión 24,PDQ,FLY CTRL NO DISPTACH,nan,27-03,85.0
45557,2023-04-28,06:36:00,Avión 4,PIQ,SERVICE BUS,655,24-42,9.0
45574,2023-04-28,13:49:00,Avión 2,PDQ,INSTALLATION OF MEDICAL STRETCHER,nan,05-00,15.0
45577,2023-04-28,14:05:00,Avión 16,PIQ,PROP BRAKE U/S,NT630,61-51,4.0
45612,2023-04-29,10:37:00,Avión 34,PIQ,PROP BRAKE,nan,61-51,35.0
45614,2023-04-29,12:01:00,Avión 6,PDQ,FLT CTRL NO DISPATCH,nan,34-11,75.0
45645,2023-04-29,20:44:00,Avión 20,PIQ,FINDING LC,nan,12-13,5.0
45681,2023-04-30,14:47:00,Avión 3,nan,AIR PACK 2 FAULT,NT221,21-11,5.0
45730,2023-05-01,13:39:00,Avión 24,PDQ,FTL CTRL NO DISPATCH,nan,27-43,28.0
45733,2023-05-01,13:44:00,Avión 25,PIQ,0121196/1,NT6661,35-31,0.0
45734,2023-05-01,13:49:00,Avión 23,PIQ,BOTTLE OXY,147,35-31,5.0
45735,2023-05-01,14:00:00,Avión 10,PDQ,CURTAINS,1311,25-26,23.0
45744,2023-05-01,17:05:00,Avión 2,PDQ,VERTICAL ADJUSMENT SEAT CM-2 IS BROKEN.,NT219,25-11,58.0
45746,2023-05-01,18:40:00,Avión 4,PIQ,ACW GEN 1 FAULT,NT179,24-22,15.0
45768,2023-05-02,07:05:00,Avión 21,PIQ,FINDING BRAKE LC,nan,32-40,61.0
45795,2023-05-02,15:56:00,Avión 1,PIQ,OXY BOTTLE,nan,35-31,17.0
45803,2023-05-02,21:01:00,Avión 21,PIQ,FINDING (NRC) TASKCARD WEEKLY CHECK (00) / ITEM ONE,NT485,32-49,23.0
45824,2023-05-03,06:29:00,Avión 38,nan,DC GEN  1 FAULT,nan,24-32,90.0
45826,2023-05-03,06:36:00,Avión 4,PIQ,FWD CARGO DOOR DOESN´T WORK PROPERLY,NT632,52-31,17.0
45847,2023-05-03,14:21:00,Avión 21,PDQ,LT BEACON FAULT (LOWER).,NT511,33-48,20.0
45848,2023-05-03,14:32:00,Avión 22,PIQ,CARGO DOOR,nan,52-31,10.0
45849,2023-05-03,14:38:00,Avión 25,PDQ,CAMERA SEL KNOB/RIGHT DOGHOUSE SEAT BELT BAG +HOLDER MISSING,NT160,23-70,41.0
45857,2023-05-03,17:25:00,Avión 35,nan,PACK FAULT # 1,NT652,21-50,80.0
45858,2023-05-03,18:00:00,Avión 6,PDQ,"FOUND CORROSION AT FWD ACCESS DOOR ""LH SIDE""",NT5401,53-00,110.0
45881,2023-05-04,07:04:00,Avión 20,PDQ,ENG 2 OIL LEAK,nan,79-00,28.0
45882,2023-05-04,07:25:00,Avión 18,nan,FUEL HIGH TEMPERATURE ENGINE 1,604,73-15,1.0
45934,2023-05-05,08:17:00,Avión 37,PIQ,"CM2 HEADSET DOESN,T  WORK PROPERLY",105,23-51,0.0
45936,2023-05-05,10:50:00,Avión 16,PDQ,MCDU FAIL,209,34-58,96.0
45946,2023-05-05,13:44:00,Avión 10,PIQ,ENG 1 LONG TIME TO START,622,72-00,8.0
45985,2023-05-06,10:42:00,Avión 7,PDQ,OIL PRESS ENG Nº2,NT6102,79-34,53.0
46005,2023-05-06,17:01:00,Avión 7,PDQ,OXY MASK TCP,530,35-10,21.0
46029,2023-05-07,08:12:00,Avión 23,PIQ,TORQUE DIF. BETWEEN PL´S (ON THE SAME POSSITION) IS 7%,606,61-21,10.0
46041,2023-05-07,13:20:00,Avión 18,PIQ,OXY BOTTLE,629,35-31,5.0
46045,2023-05-07,15:02:00,Avión 20,HOR,NP INDICATOR ENG 2 SHOWING 10% WITH PROPELLER STOPPED,515,61-40,3.0
46091,2023-05-08,14:04:00,Avión 15,AVR,MAINTENANCE REPORT - TECHNICAL,001,05-20,205.0
46092,2023-05-08,14:08:00,Avión 6,PDQ,OIL LEAK,5321,78-30,189.0
46105,2023-05-08,21:14:00,Avión 24,PIQ,"""CRG AFT FIRE HI ARM""ADVISORY MESSAGE ON EICAS",NT5601,26-23,127.0
46123,2023-05-09,06:31:00,Avión 38,PIQ,PROPELLER BRAKE,NT100,61-50,8.0
46137,2023-05-09,10:23:00,Avión 8,PIQ,EXCESSIVE FUEL DRAINED,NT115,73-14,12.0
46154,2023-05-09,15:05:00,Avión 4,PDQ,ENG FIRE ENG 1 WARNING,NT522,26-00,18.0
46155,2023-05-09,15:16:00,Avión 17,PDQ,CREW INSTRUCTION,nan,05-51,26.0
46157,2023-05-09,15:24:00,Avión 22,PDQ,OVERSPEED,166,61-23,193.0
46158,2023-05-09,15:47:00,Avión 35,PDQ,RED LIGHT CARGO DOOR,169,52-31,65.0
46162,2023-05-09,17:40:00,Avión 3,PDQ,OVERSPEED,RSC311,61-23,5.0
46185,2023-05-10,05:23:00,Avión 6,PIQ,""">FWD EBAY FANS FAIL""",106,21-26,35.0
46191,2023-05-10,08:59:00,Avión 10,PIQ,CM2 LH BRAKE PEDAL INOP,468,32-42,53.0
46196,2023-05-10,11:00:00,Avión 8,PIQ,PROBE HEATING SYSTEM . PITOT STBY  U/S,NT618,30-30,8.0
46208,2023-05-10,13:59:00,Avión 22,nan,CREW INSTRUCTION,nan,05-51,5.0
46218,2023-05-10,20:42:00,Avión 36,PIQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,485,05-20,27.0
46241,2023-05-11,12:57:00,Avión 17,PIQ,ENG START FAULT EN PUESTA EN MARCHA,470,24-32,129.0
46243,2023-05-11,13:06:00,Avión 4,PIQ,TABLE SEAT 20C BROKEN,658,25-21,5.0
46252,2023-05-11,16:10:00,Avión 19,PDQ,DOOR 2R UNLOCK,154,52-11,26.0
46253,2023-05-11,16:13:00,Avión 17,PDQ,GEN #2 FAULT IN FLIGHT (RESET OK),170,24-32,83.0
46255,2023-05-11,17:34:00,Avión 35,PIQ,SPEED AUTO INOP DISPACHED ACCORDING TO MEL ATA 34-61-1,NT784,31-63,80.0
46280,2023-05-12,06:11:00,Avión 16,PIQ,LIGHT EXIT EMERGENCY,NT100,33-50,0.0
46291,2023-05-11,15:30:00,Avión 19,PDQ,SENSOR DOOR,154,52-11,16.0
46294,2023-05-12,12:57:00,Avión 36,PDQ,BREAK PACK WHEEL NUMBER 3 NEEDS TO CHANGE,517,32-42,8.0
46301,2023-05-12,14:35:00,Avión 38,PIQ,AC BUS 1 LEAVES,135,24-21,224.0
46308,2023-05-12,16:08:00,Avión 3,PDQ,EXHAUST MODE FAULT LIGHT INOP,166,33-10,8.0
46316,2023-05-12,20:12:00,Avión 17,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,316,05-20,5.0
46364,2023-05-13,17:50:00,Avión 23,PIQ,LAVATORY WASTE COMPARTMENT FLAPPER DOOR,475,20-21,13.0
46379,2023-05-13,23:20:00,Avión 24,PDQ,SMOKE DETECTOR,NT6604,26-23,257.0
46382,2023-05-14,03:00:00,Avión 35,PDQ,SEVERAL CM2 IAS FAIL FLAG,NT537,34-00,42.0
46397,2023-05-14,08:19:00,Avión 21,PDQ,FUEL UNBALANCE IN FLIGHT,NT208,28-42,227.0
46408,2023-05-14,13:52:00,Avión 21,PDQ,MEDICION VARILLA,518,28-42,6.0
46409,2023-05-14,14:30:00,Avión 10,PIQ,XPDR AND ADS-B FAULT.,NT439,34-52,63.0
46444,2023-05-15,09:39:00,Avión 21,nan,MEDICION VARILLA,nan,28-42,20.0
46447,2023-05-15,12:28:00,Avión 17,PDQ,FOLDED PASSENSER DOOR,nan,52-10,16.0
46449,2023-05-15,12:34:00,Avión 21,nan,MEDICION VARILLA,nan,28-42,8.0
46452,2023-05-15,13:12:00,Avión 14,PDQ,CL2 FUEL LIGHT S/O,NT517,20-45,6.0
46461,2023-05-15,16:58:00,Avión 21,PDQ,MEDICION VARILLA,NT523,28-42,35.0
46469,2023-05-15,19:17:00,Avión 12,AVR,MTTO PROGAMADO OGMA,nan,05-20,26.0
46476,2023-05-15,23:58:00,Avión 21,PIQ,PITOT,nan,30-30,130.0
46491,2023-05-03,06:20:00,Avión 37,PDQ,NO INFO,NT309,UNK,36.0
46492,2023-05-16,07:43:00,Avión 20,nan,ADC#2,nan,34-18,38.0
46493,2023-05-16,07:52:00,Avión 21,nan,MEDICION VARILLA,nan,28-42,5.0
46496,2023-05-06,15:10:00,Avión 3,TER,OTHERS / NOT SPECIFIED - OPERATIONAL,NT223,UNK,0.0
46504,2023-05-16,12:53:00,Avión 21,PIQ,MEDICION VARILLA,NT650,28-42,8.0
46512,2023-05-16,14:38:00,Avión 7,nan,LOWER BEACON U/S,nan,33-48,3.0
46536,2023-05-17,06:18:00,Avión 17,PDQ,TCP 1 OXYGEN BOTTLE ERASED NUMBERS,NT103,35-31,22.0
46537,2023-05-17,06:22:00,Avión 7,PDQ,LIFEJACKET DEMO,NT225,25-64,12.0
46539,2023-05-17,06:25:00,Avión 21,PIQ,MEDICION VARILLA,NT607,12-11,8.0
46556,2023-05-17,14:23:00,Avión 16,PDQ,CHECK NOSE LANDING GEAR TYRES,167,12-37,19.0
46582,2023-05-18,08:06:00,Avión 18,PIQ,AILERON LIGHT LOCK,606,27-70,18.0
46585,2023-05-18,08:05:00,Avión 21,PDQ,MEDICION VARILLA,104,28-42,11.0
46611,2023-05-18,20:34:00,Avión 25,PDQ,OXY BOTTLE,204,35-31,12.0
46627,2023-05-18,07:15:00,Avión 11,nan,LC FINDING,NT155,05-20,5.0
46634,2023-05-19,06:48:00,Avión 8,PIQ,PBE,nan,35-31,9.0
46635,2023-05-19,06:52:00,Avión 7,PIQ,RESET FMS OFF,NT 607,44-50,5.0
46638,2023-05-03,13:30:00,Avión 37,PDQ,NO INFO,NT518,UNK,30.0
46641,2023-05-19,11:42:00,Avión 12,PDQ,FUEL PRESSURE SWITCH,NT1P,73-30,85.0
46663,2023-05-19,19:58:00,Avión 25,PDQ,DAMAGE DOOR PASSENGERS AH,195,UNK,10.0
46669,2023-05-19,22:04:00,Avión 12,PDQ,FUEL PRESSURE SWITCH,nan,73-30,85.0
46679,2023-05-20,07:06:00,Avión 22,PIQ,FAILURE RUDDER INDICATOR,NT451,27-22,0.0
46685,2023-05-20,10:52:00,Avión 17,PDQ,INSTALL MEDICAL STRETCHER.,nan,25-00,5.0
46709,2023-05-20,20:36:00,Avión 38,HOR,GEN 1 FAULT,537,24-30,23.0
46750,2023-05-21,16:31:00,Avión 4,PDQ,PARKING BRAKE,NT223,31-53,144.0
46784,2023-05-22,07:01:00,Avión 37,PIQ,BIRD STRIKE,NT451,05-51,10.0
46786,2023-05-22,08:31:00,Avión 4,PDQ,CM1 PITOT FAIL,NT304,30-30,26.0
46795,2023-05-22,11:10:00,Avión 25,PIQ,BRAKE ASSY Nº2,NT662,32-42,15.0
46799,2023-05-22,12:31:00,Avión 2,PIQ,ANTISKID,NT614,32-42,16.0
46806,2023-05-22,14:22:00,Avión 37,PDQ,OVERSPEED,NT511,05-50,25.0
46831,2023-05-23,05:32:00,Avión 3,nan,FREE FALL ASSISTER LH,nan,32-33,24.0
46834,2023-05-23,06:59:00,Avión 17,PDQ,VERIFY BRAKE N2,NT505,32-42,7.0
46861,2023-05-23,15:48:00,Avión 22,PDQ,LIFEJACKET BABY,NT213,25-62,16.0
46886,2023-05-24,05:58:00,Avión 8,PDQ,MICROPHONE MASK BOX (6RN2),nan,23-51,76.0
46895,2023-05-24,10:37:00,Avión 22,PIQ,GPWS/TERRAIN INTERMITENT FAULT,113,34-43,38.0
46896,2023-05-24,11:15:00,Avión 12,PMI,BIRDSTRIKE - ENVIRONMENTAL,NT5150,72-00,1043.0
46903,2023-05-24,13:09:00,Avión 22,PDQ,TCAS INTERMITENT FAULT,134,34-43,57.0
46950,2023-05-25,13:36:00,Avión 22,PDQ,GPWS Y FAP,NT213,31-19,59.0
46966,2023-05-25,21:08:00,Avión 8,PDQ,DIFERIDO NO AMPLIABLE,nan,12-23,20.0
46987,2023-05-26,06:49:00,Avión 32,PIQ,FUEL PRESSURE SWITCH,153,73-30,130.0
46992,2023-05-26,07:39:00,Avión 12,PDQ,CREW QUERY - OPERATIONAL,5400,74-31,24.0
47006,2023-05-26,14:18:00,Avión 2,PDQ,WHEEL Nº 3,NT148,12-37,24.0
47014,2023-05-26,18:08:00,Avión 4,PIQ,OBSERVER SEAT U/S,NT174,25-11,8.0
47036,2023-05-26,18:30:00,Avión 4,PIQ,OBSERVER SEAT U/S,NT174,25-11,20.0
47071,2023-05-28,00:51:00,Avión 11,PDQ,FINDING (NRC) TASKCARD LINE CHECK - NOCOM (02) / ITEM 1,nan,52-11,11.0
47098,2023-05-28,15:44:00,Avión 20,PIQ,EMER DOOR UNLK INDICATION,NT167,52-22,4.0
47128,2023-05-29,06:35:00,Avión 8,PDQ,FLT CONTROL TLU FAULT,NT500,27-00,72.0
47138,2023-05-29,12:54:00,Avión 38,FNC,DC GENERATOR,NT913,24-30,67.0
47142,2023-05-29,13:18:00,Avión 15,PDQ,"IFERENCE ALTIM #1 AND ALTIM #2 AT FL350, 100",NT5733,34-12,13.0
47148,2023-05-29,15:00:00,Avión 6,PDQ,EMER/PRKG BRAKE FAULT,NT5101,32-44,18.0
47188,2023-05-30,14:35:00,Avión 19,PIQ,AMORTIGUADOR DELANTERO MUY BAJO,NT4311,12-14,27.0
47190,2023-05-30,17:00:00,Avión 23,GRW,PROPELLER BRAKE,NT653,61-51,247.0
47224,2023-05-31,13:04:00,Avión 10,PDQ,HOLE TIRE N1 WHEEL,NT134,12-37,22.0
47235,2023-05-31,14:26:00,Avión 25,PDQ,FEED LOW PRESS LIGHT ENGINE 2,NT117,33-00,16.0
47267,2023-06-01,09:00:00,Avión 22,nan,DC GEN 1 FAULT AFTER START UP.,NT225,24-30,16.0
47273,2023-06-01,11:32:00,Avión 22,PDQ,PACK VALVE,NT116,36-11,11.0
47284,2023-06-01,16:01:00,Avión 18,PDQ,ADSB FAULT,NT224,34-52,19.0
47307,2023-06-02,04:59:00,Avión 8,PDQ,BOROSCOPE FINDING CRACKS,nan,72-00,233.0
47313,2023-06-02,06:00:00,Avión 36,PIQ,PBE,NT193,35-31,27.0
47325,2023-06-02,07:28:00,Avión 24,PDQ,HSTAB FAULT & FLT CONTROL NO DISPATCH,5200,27-43,155.0
47326,2023-06-02,07:33:00,Avión 15,PDQ,HSCU + DEFECTO MANTA TERMICA,NT5430,75-30,810.0
47339,2023-06-02,14:44:00,Avión 16,PDQ,SEAT 7F BROKEN,NT324,25-21,14.0
47343,2023-06-02,16:06:00,Avión 22,PDQ,PRESSURE AND AIR C,NT223,21-31,75.0
47347,2023-06-02,18:03:00,Avión 2,PIQ,MCDU FAIL,427,45-00,13.0
47352,2023-06-02,21:05:00,Avión 10,PDQ,LC+WY,NT535,35-12,22.0
47367,2023-06-03,06:23:00,Avión 4,PIQ,TREN DE ATERRIZAJE,NT414,32-30,106.0
47374,2023-06-03,11:21:00,Avión 4,PDQ,LANDING GEAR,NT001P,32-30,49.0
47386,2023-06-03,13:22:00,Avión 3,PIQ,LEFT RED NAV LIGHT INOP.,663,33-41,8.0
47394,2023-06-03,16:08:00,Avión 18,PDQ,CAMBIO RUEDA #4 Y MASCARILLA O2,NT154,35-31,37.0
47414,2023-06-04,06:59:00,Avión 16,PDQ,"CABIN DOOR ""UNLK"" LIGHT",NT1041,20-41,39.0
47418,2023-06-04,08:34:00,Avión 22,PDQ,GEN 1 FAULT,NT590,24-32,85.0
47420,2023-06-04,09:56:00,Avión 16,PDQ,TEST OF THE CABIN DOOR,NT351,52-12,18.0
47424,2023-06-04,11:58:00,Avión 17,PIQ,DISTURBING BACKGROUND NOISE 3 POSITIONS,nan,12-13,18.0
47436,2023-06-04,15:45:00,Avión 10,PIQ,BIRDSTRIKE,nan,05-51,9.0
47479,2023-06-05,19:19:00,Avión 4,PIQ,AVIONIX CPM 2 LOST Y PBE,NT636,35-31,56.0
47504,2023-06-06,06:41:00,Avión 36,PDQ,INTERFONO,NT107,23-43,23.0
47531,2023-06-06,18:49:00,Avión 21,PDQ,PANEL EXIT 2R INEXISTENTE,NT191,52-20,8.0
47573,2023-06-07,12:24:00,Avión 10,PDQ,TLU FAULT,RSC134,27-23,20.0
47588,2023-06-07,16:19:00,Avión 18,CVU,FALLO BLEED + TEMPERATURA COMBUSTIBLE,NT155,26-11,49.0
47590,2023-06-07,17:29:00,Avión 18,PDQ,FUEL TEMPERATURE ON ENGINE,NT154,73-15,3.0
47608,2023-06-08,06:41:00,Avión 2,PDQ,LINTERNA CM1,NT205,25-00,4.0
47609,2023-06-08,06:42:00,Avión 34,PIQ,SOLICITUD DE PBE,NT607,35-31,4.0
47610,2023-06-08,06:40:00,Avión 25,PDQ,SOLICITUD DE INFORMACION DE INFORME AERONAVE,NT107,25-00,10.0
47616,2023-06-08,09:48:00,Avión 20,PDQ,FALLO GENERADOR A/C WIRE RTP,NT237,24-22,87.0
47628,2023-06-08,14:03:00,Avión 34,PIQ,FALLO PITOT CM1 + FALLO YAWNDUMPER,NT439,22-16,12.0
47629,2023-06-08,14:07:00,Avión 35,PDQ,SUNVISOR + NAMS,NT213,21-00,20.0
47632,2023-06-08,15:14:00,Avión 20,PDQ,FALLO GENERADOR ACW,NT519,24-00,69.0
47635,2023-06-08,16:08:00,Avión 16,PIQ,ASIENTO TCP 2 INOP,NT421,25-21,10.0
47638,2023-06-08,18:34:00,Avión 16,PIQ,ASIENTO 12A INOP,NT475,25-00,16.0
47663,2023-05-24,13:02:00,Avión 14,PDQ,TRAINING CREW,NT304,05-20,21.0
47667,2023-06-09,11:13:00,Avión 2,PDQ,FALLO LUCES DE EMERGENCIA,NT152,33-51,30.0
47671,2023-06-09,13:27:00,Avión 18,PIQ,AC INOP DEBIDO A QUE NO ENTRAN LAS BARRAS EN EL AC,NT618,24-65,85.0
47680,2023-06-09,14:23:00,Avión 24,PDQ,FLIGHT CONTROL NO DISPATCH HSCU,NT5431,27-43,355.0
47711,2023-06-10,06:20:00,Avión 12,PIQ,BIRDSTRIKE EN DESPEGUE,NT153,05-50,6.0
47773,2023-06-11,10:56:00,Avión 3,AGA,FUGA DE HIDRÁULICO,NT3606,32-11,290.0
47781,2023-06-11,13:45:00,Avión 14,PIQ,TEMPERATURA CABINA DE PASAJE NO BAJA DE 27º,NT622,21-50,51.0
47782,2023-06-11,13:48:00,Avión 22,PDQ,IMAN INFERIOR PUERTA DE SEGURIDAD,NT213,52-50,11.0
47783,2023-06-11,13:50:00,Avión 31,PDQ,CM1 REMI VOR INDICATO Y MAP HOLDER LIGHT,NT511,25-13,8.0
47786,2023-06-11,15:55:00,Avión 24,PDQ,FLIGHT CONTROL NO DISPATCH,NT9601,27-03,50.0
47787,2023-06-11,18:09:00,Avión 21,PDQ,MEDICION POR VARILLA,NT6307,28-42,15.0
47809,2023-06-12,05:58:00,Avión 31,PDQ,PROBLEMAS CON FDAU SYSTEM EN PREFLIGHT,NT225,31-31,34.0
47810,2023-06-12,06:24:00,Avión 20,PDQ,SOLICITAN MTTO A SU LLEGADA POR PROBLEMAS CON INTERFONO TCP,NT503,23-44,5.0
47813,2023-06-12,08:04:00,Avión 23,PIQ,TRASPORTIN TCP2 NO SE PUEDE SACAR,NT105,25-21,6.0
47827,2023-06-12,12:49:00,Avión 23,PIQ,BIRDSTRAKE,NT145,05-51,12.0
47828,2023-06-12,12:54:00,Avión 21,PDQ,CARGA POR VARILLA,NT134,12-11,7.0
47837,2023-06-12,14:22:00,Avión 38,PDQ,PTV-FILA 10 RACK ROTO+ WP BBDD,NT913,25-00,20.0
47840,2023-06-12,15:36:00,Avión 21,PDQ,MEDICION POR VARILLA,NT519,12-11,7.0
47842,2023-06-12,16:37:00,Avión 8,PDQ,ABORTA DESPEGUE POR PROBLEMAS CON MANDOS DE VUELO,NT224,22-00,100.0
47843,2023-06-12,18:53:00,Avión 21,PDQ,MEDICION POR VARILLA,NT317,12-11,9.0
47870,2023-06-13,08:14:00,Avión 21,PDQ,CARGA POR VARILLA,NT104,12-11,3.0
47891,2023-06-13,14:05:00,Avión 20,PIQ,LC FINDING WHEEL 3 & 4,NT133,32-40,6.0
47952,2023-06-14,14:33:00,Avión 17,PDQ,SEVERAL DU´S TEMP HI,NT6805,31-63,14.0
47957,2023-06-14,17:26:00,Avión 1,PIQ,EXTRACTION FAN,NT427,21-23,19.0
47958,2023-06-14,17:39:00,Avión 28,PIQ,FLAP DOESN´T WORK PROPERLY,NT674,27-51,7.0
47993,2023-06-15,11:04:00,Avión 22,HOR,HARD LANDING,NT510,05-51,42.0
48021,2023-06-15,18:17:00,Avión 8,PDQ,UNSUAL NOISE FROM LEFT LANDING GEAR DURING TAXI,NT178,32-00,3.0
48043,2023-06-16,06:48:00,Avión 28,PDQ,FLAPS UNLK IN APPROACH,NT156,27-51,17.0
48045,2023-06-16,07:44:00,Avión 11,PIQ,START ENG A+B 1 ST ATTEMP NO ITT DISCONECTING....,NT107,72-00,31.0
48047,2023-06-16,08:01:00,Avión 37,PDQ,FECHA CADUCIDAD EXTINTOR DE AGUA TCP,NT501,26-24,0.0
48055,2023-06-16,11:35:00,Avión 35,PIQ,CAMBIO DE RUEDAS TRAS LC,NT469,12-37,11.0
48063,2023-06-16,13:56:00,Avión 28,PDQ,REPEAT ITEM DI PAGE 0118886,NT151,27-50,26.0
48066,2023-06-16,14:00:00,Avión 10,PIQ,PROBLEMA CON AVIONIC SINGLE SWITCH,NT420,42-00,12.0
48070,2023-06-16,14:49:00,Avión 23,PDQ,LIGHT BEACON,NT167,33-48,58.0
48076,2023-06-16,15:55:00,Avión 21,PDQ,MEDICION POR VARILLA,NT223,28-40,10.0
48081,2023-06-16,18:26:00,Avión 21,PDQ,MEDICION POR VARILLA,NT227,28-25,6.0
48101,2023-06-17,07:04:00,Avión 37,PDQ,PROBLEMAS CON CANALES DEL NAMS,NT1151,21-00,36.0
48106,2023-06-17,11:09:00,Avión 21,PDQ,MEDICION POR VARILLA,NT211,12-11,10.0
48122,2023-06-17,14:18:00,Avión 22,PIQ,ANOTACION DE CHEQUEAR RUEDA #3 TREN PRINCIPAL,NT943,12-37,14.0
48126,2023-06-17,15:59:00,Avión 11,PDQ,ANOTACION EN PTV DE TELEFONILLO DE LA SOBRECARGO,NT223,23-40,18.0
48136,2023-06-17,18:45:00,Avión 2,PDQ,PBE UNSEALED /COMUNICATION CREW,NT317,25-60,15.0
48170,2023-06-18,14:20:00,Avión 32,PDQ,APU FAIL,NT5431,49-00,5.0
48178,2023-06-18,19:29:00,Avión 13,PDQ,P08- SALTA DE NUEVO FALLO GEN ACW,NT234,24-22,138.0
48210,2023-06-19,13:48:00,Avión 20,PDQ,ESCAPE PRESURIZACION WC,NT213,21-00,12.0
48252,2023-06-20,06:33:00,Avión 3,PDQ,TOILET DOOR DOESNT CLOSED,NT205,25-45,8.0
48256,2023-06-20,07:59:00,Avión 1,PIQ,PROBLEMAS CON ACUMULADOR,NT604,32-45,42.0
48257,2023-06-20,08:13:00,Avión 11,PIQ,LOOP A MOTOR 2,NT423,26-12,6.0
48291,2023-06-21,01:36:00,Avión 21,PDQ,DAÑO EN LA COMPUERTA RH DEL NLG,NT537,32-22,66.0
48309,2023-06-21,06:56:00,Avión 2,PDQ,FECHA EXTINTOR ILEGIBLE,NT156,26-24,13.0
48310,2023-06-21,07:08:00,Avión 18,PIQ,FALLO DE MANDOS PRIMARIOS,NT429,27-70,66.0
48321,2023-06-21,12:23:00,Avión 34,PDQ,ATTENDANT HANDSET,NT351,23-44,14.0
48329,2023-06-21,13:19:00,Avión 17,PIQ,FECHA EXTINTORES BORROSA,NT113,26-24,0.0
48368,2023-06-22,05:42:00,Avión 8,PDQ,CAJA DE SEÑALES SIN FECHA DE CADUCIDAD,NT500,25-71,7.0
48371,2023-06-22,06:30:00,Avión 23,PIQ,PROBLEMA CON MOTOR#2 EN PUESTA EN MARCHA,NT100,72-00,46.0
48382,2023-06-22,12:39:00,Avión 11,PDQ,INVERTER1 FAULT,NT151,24-21,181.0
48413,2023-06-23,03:40:00,Avión 25,PDQ,DU2 FAULT,NT174,24-31,207.0
48425,2023-06-23,10:20:00,Avión 3,PDQ,CAMBIO DE BOTIQUIN,NT313,25-60,45.0
48426,2023-06-23,10:37:00,Avión 15,OVD,FWD LAVATORY,NT5430,25-40,6.0
48429,2023-06-23,12:18:00,Avión 38,PDQ,DC SERVICE BAR,NT134,24-47,14.0
48438,2023-06-23,14:39:00,Avión 20,PDQ,T. CABINA PASAROS ALTA. T. ALTA COMB. MOTOR IZQ,NT913,21-51,10.0
48470,2023-06-24,10:04:00,Avión 16,PIQ,LOOP FAULT,NT650,26-12,6.0
48488,2023-06-24,14:31:00,Avión 36,PIQ,SUNVISOR CM2,NT135,25-10,8.0
48496,2023-06-24,19:46:00,Avión 24,PDQ,ASIENTO CM2,NT6504,25-11,24.0
48516,2023-06-25,06:49:00,Avión 25,PDQ,SOPORTE BOTELLA DE OXIGENO ROTO,NT106,35-31,5.0
48522,2023-06-25,09:35:00,Avión 22,PDQ,ADC FAULT,NT6202,34-10,8.0
48554,2023-06-26,05:00:00,Avión 13,PDQ,CAMILLA,NT500,25-80,28.0
48563,2023-06-26,07:13:00,Avión 35,PDQ,"SOBRETEMPERATURA EN CARRERA DE DESPEGUE, VUELVE A PARKING",NT107,70-00,268.0
48564,2023-06-26,07:26:00,Avión 2,PDQ,GEN DC1 FAULT - SOLICITA MTTO A LA LLEGADA A LPA,NT102,24-61,11.0
48566,2023-06-26,08:38:00,Avión 13,PDQ,CAMILLA,NT501,25-80,28.0
48578,2023-06-26,12:22:00,Avión 20,PDQ,MONTAJE DE CAMILLA,NT513,25-00,37.0
48579,2023-06-26,13:03:00,Avión 24,PIQ,SALTAN BRAKER LUCES NAVEGACION,NT5251,33-41,132.0
48592,2023-06-26,15:34:00,Avión 36,PDQ,PERFIL MAMPARO BODEGA DESPEGADO,NT220,25-54,5.0
48593,2023-06-26,16:42:00,Avión 20,PDQ,DESMONTAJE CAMILLA,NT523,25-00,10.0
48597,2023-06-26,17:05:00,Avión 10,PDQ,VERIFICAR FUSELAJE,NT170,53-00,54.0
48599,2023-06-26,17:14:00,Avión 24,PDQ,SALTA BRAKER LUCES DE NAVEGACION,NT003,33-41,73.0
48601,2023-06-26,17:43:00,Avión 3,PDQ,EXTINTOR FECHA ILEGIBLE,NT179,26-24,0.0
48607,2023-06-26,20:16:00,Avión 6,PDQ,HANDSET. EMERGENCY PARKING BRAKE,NT5701,32-44,494.0
48608,2023-06-26,21:10:00,Avión 10,PDQ,SOLICITUD MTTO SIN MAS INFORMACION,NT193,53-00,25.0
48636,2023-06-27,08:17:00,Avión 20,PIQ,BIRDSTRIKE,NT105,05-51,4.0
48663,2023-06-27,17:16:00,Avión 34,PDQ,ALTERNADOR,NT172,24-00,22.0
48683,2023-06-28,04:10:00,Avión 13,PDQ,AUTOPILOT,NT207,05-20,55.0
